Gene stable ID	Gene stable ID version	Gene description	Gene name
ENSG00000232119	ENSG00000232119.8	MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]	MCTS1
ENSG00000215692	ENSG00000215692.2	novel transcript	
ENSG00000261273	ENSG00000261273.1	novel transcript	
ENSG00000283422	ENSG00000283422.1	long intergenic non-protein coding RNA 2452 [Source:HGNC Symbol;Acc:HGNC:53384]	LINC02452
ENSG00000274021	ENSG00000274021.1	novel transcript, antisense to DUSP6	
ENSG00000277504	ENSG00000277504.1	novel transcript, antisense to JPH3	
ENSG00000257256	ENSG00000257256.1	novel transcript, antisense to LIMA1	
ENSG00000064989	ENSG00000064989.13	calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]	CALCRL
ENSG00000135686	ENSG00000135686.13	kelch like family member 36 [Source:HGNC Symbol;Acc:HGNC:17844]	KLHL36
ENSG00000258357	ENSG00000258357.1	NSA2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54581]	NSA2P2
ENSG00000274902	ENSG00000274902.1	novel transcript	
ENSG00000277130	ENSG00000277130.1	novel transcript, antisense to PPP1R12A	
ENSG00000258084	ENSG00000258084.6	novel transcript	
ENSG00000232290	ENSG00000232290.1	novel transcript	
ENSG00000172461	ENSG00000172461.11	fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020]	FUT9
ENSG00000111906	ENSG00000111906.18	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]	HDDC2
ENSG00000180318	ENSG00000180318.4	ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494]	ALX1
ENSG00000265713	ENSG00000265713.1	RNA terminal phosphate cyclase-like 1 (RCL1) pseudogene	
ENSG00000263368	ENSG00000263368.1	MSANTD3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55780]	MSANTD3P1
ENSG00000231258	ENSG00000231258.2	zinc finger SWIM-type containing 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43769]	ZSWIM5P2
ENSG00000196570	ENSG00000196570.3	profilin 3 [Source:HGNC Symbol;Acc:HGNC:18627]	PFN3
ENSG00000227473	ENSG00000227473.1	testis specific serine kinase 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:31931]	TSSK5P
ENSG00000264125	ENSG00000264125.1	novel transcript, antisense to SLC6A4	
ENSG00000228157	ENSG00000228157.4	novel transcript	
ENSG00000254307	ENSG00000254307.2	novel transcript	
ENSG00000198055	ENSG00000198055.11	G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:HGNC:4545]	GRK6
ENSG00000171155	ENSG00000171155.8	C1GALT1 specific chaperone 1 [Source:HGNC Symbol;Acc:HGNC:24338]	C1GALT1C1
ENSG00000164941	ENSG00000164941.14	integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]	INTS8
ENSG00000263466	ENSG00000263466.1	novel transcript, antisense to LASP1	
ENSG00000167914	ENSG00000167914.12	gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]	GSDMA
ENSG00000257787	ENSG00000257787.2	novel transcript	
ENSG00000278317	ENSG00000278317.1	H3 histone pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:54474]	H3P46
ENSG00000168404	ENSG00000168404.13	mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]	MLKL
ENSG00000181511	ENSG00000181511.5	GLRX5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55062]	GLRX5P1
ENSG00000257729	ENSG00000257729.2	novel transcript	
ENSG00000197632	ENSG00000197632.9	serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584]	SERPINB2
ENSG00000197651	ENSG00000197651.4	coiled-coil glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28373]	CCER1
ENSG00000158290	ENSG00000158290.19	cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]	CUL4B
ENSG00000233613	ENSG00000233613.5	DCUN1D2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:39889]	DCUN1D2-AS
ENSG00000202347	ENSG00000202347.1	RNA, U1 small nuclear 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:39890]	RNU1-16P
ENSG00000258064	ENSG00000258064.1	novel protein	
ENSG00000150403	ENSG00000150403.18	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	TMCO3
ENSG00000167768	ENSG00000167768.4	keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]	KRT1
ENSG00000201564	ENSG00000201564.1	RN7SK pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:45774]	RN7SKP50
ENSG00000245522	ENSG00000245522.2	long intergenic non-protein coding RNA 2709 [Source:HGNC Symbol;Acc:HGNC:54226]	LINC02709
ENSG00000258223	ENSG00000258223.6	serine protease 58 [Source:HGNC Symbol;Acc:HGNC:39125]	PRSS58
ENSG00000255476	ENSG00000255476.1	novel transcript	
ENSG00000265646	ENSG00000265646.2	Tu translation elongation factor, mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12421]	TUFMP1
ENSG00000252568	ENSG00000252568.1	RNA, U7 small nuclear 28 pseudogene [Source:HGNC Symbol;Acc:HGNC:34124]	RNU7-28P
ENSG00000254765	ENSG00000254765.1	glutamate-ammonia ligase (GLUL) pseudogene	
ENSG00000263874	ENSG00000263874.2	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]	LINC00672
ENSG00000286561	ENSG00000286561.1	novel transcript, antisense to SBF2	
ENSG00000254865	ENSG00000254865.1	novel transcript	
ENSG00000254719	ENSG00000254719.1	guanine nucleotide binding protein (G protein) pseudogene	
ENSG00000218274	ENSG00000218274.2	DENN/MADD domain containing 1C (DENND1C) pseudogene	
ENSG00000279806	ENSG00000279806.1	TEC	
ENSG00000171310	ENSG00000171310.11	carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]	CHST11
ENSG00000278918	ENSG00000278918.1	novel transcript	
ENSG00000265739	ENSG00000265739.1	novel transcript, antisense to CCDC55	
ENSG00000172057	ENSG00000172057.10	ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]	ORMDL3
ENSG00000254554	ENSG00000254554.1	ADM divergent transcript [Source:HGNC Symbol;Acc:HGNC:55516]	ADM-DT
ENSG00000236281	ENSG00000236281.1	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52270]	NDUFB9P2
ENSG00000213237	ENSG00000213237.4	prothymosin alpha pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:53978]	PTMAP10
ENSG00000271498	ENSG00000271498.1	family with sequence similarity 98, member B (FAM98B) pseudogene	
ENSG00000148926	ENSG00000148926.10	adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]	ADM
ENSG00000188580	ENSG00000188580.15	sodium/potassium transporting ATPase interacting 2 [Source:HGNC Symbol;Acc:HGNC:16443]	NKAIN2
ENSG00000106615	ENSG00000106615.10	Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]	RHEB
ENSG00000250431	ENSG00000250431.1	novel transcript	
ENSG00000248739	ENSG00000248739.1	phosphoribosyl pyrophosphate synthetase 1 (PRPS1) pseudogene	
ENSG00000260303	ENSG00000260303.1	novel transcript	
ENSG00000188820	ENSG00000188820.13	calcium homeostasis modulator family member 6 [Source:HGNC Symbol;Acc:HGNC:33391]	CALHM6
ENSG00000248748	ENSG00000248748.1	MT-ND5 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42305]	MTND5P9
ENSG00000244342	ENSG00000244342.5	long intergenic non-protein coding RNA 698 [Source:HGNC Symbol;Acc:HGNC:27720]	LINC00698
ENSG00000198948	ENSG00000198948.12	microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]	MFAP3L
ENSG00000257431	ENSG00000257431.1	novel transcript	
ENSG00000261363	ENSG00000261363.2	novel transcript	
ENSG00000260387	ENSG00000260387.1	novel transcript	
ENSG00000258135	ENSG00000258135.5	long intergenic non-protein coding RNA 2396 [Source:HGNC Symbol;Acc:HGNC:27463]	LINC02396
ENSG00000261175	ENSG00000261175.6	long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]	LINC02188
ENSG00000203756	ENSG00000203756.8	transmembrane protein 244 [Source:HGNC Symbol;Acc:HGNC:21571]	TMEM244
ENSG00000243849	ENSG00000243849.2	CFAP44 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41113]	CFAP44-AS1
ENSG00000219095	ENSG00000219095.1	dihydrofolate reductase pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:52356]	DHFRP6
ENSG00000227954	ENSG00000227954.7	TCF21 antisense RNA inducing promoter demethylation [Source:HGNC Symbol;Acc:HGNC:50506]	TARID
ENSG00000257818	ENSG00000257818.1	C1GALT1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51614]	C1GALT1P1
ENSG00000257113	ENSG00000257113.1	DnaJ (Hsp40) homolog, subfamily C, member 1 (DNAJC1) pseudogene	
ENSG00000257202	ENSG00000257202.1	novel transcript, antisense to DRAM1	
ENSG00000286602	ENSG00000286602.1	novel transcript	
ENSG00000243197	ENSG00000243197.8	tumor suppressor candidate 7 [Source:HGNC Symbol;Acc:HGNC:27701]	TUSC7
ENSG00000256355	ENSG00000256355.1	N-terminal asparagine amidase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45263]	NTAN1P3
ENSG00000005194	ENSG00000005194.15	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	CIAPIN1
ENSG00000257741	ENSG00000257741.6	long intergenic non-protein coding RNA 1490 [Source:HGNC Symbol;Acc:HGNC:51146]	LINC01490
ENSG00000266736	ENSG00000266736.1	general transcription factor IIi pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51718]	GTF2IP6
ENSG00000163530	ENSG00000163530.4	developmental pluripotency associated 2 [Source:HGNC Symbol;Acc:HGNC:19197]	DPPA2
ENSG00000250754	ENSG00000250754.6	long intergenic non-protein coding RNA 2436 [Source:HGNC Symbol;Acc:HGNC:53368]	LINC02436
ENSG00000271099	ENSG00000271099.1	poly(A) binding protein, cytoplasmic 4 (inducible form) (PABPC4) pseudogene	
ENSG00000264930	ENSG00000264930.1	zinc finger, MYM-type 4 (ZMYM4) pseudogene	
ENSG00000112175	ENSG00000112175.8	bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]	BMP5
ENSG00000131746	ENSG00000131746.13	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	TNS4
ENSG00000066084	ENSG00000066084.13	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]	DIP2B
ENSG00000276916	ENSG00000276916.1	novel transcript, sense intronic	
ENSG00000276248	ENSG00000276248.1	novel transcript, sense intronic to TMCO3	
ENSG00000198176	ENSG00000198176.13	transcription factor Dp-1 [Source:HGNC Symbol;Acc:HGNC:11749]	TFDP1
ENSG00000226708	ENSG00000226708.1	novel transcript	
ENSG00000240751	ENSG00000240751.1	Rab geranylgeranyltransferase, beta subunit (RABGGTB) pseudogene	
ENSG00000287131	ENSG00000287131.1	novel transcript	
ENSG00000240568	ENSG00000240568.1	pseudogene similar to part of ligand dependent nuclear receptor corepressor-like (LCORL)	
ENSG00000220130	ENSG00000220130.1	small EDRK-rich factor 2 (SERF2) pseudogene	
ENSG00000243873	ENSG00000243873.1	high mobility group box 1 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:39176]	HMGB1P36
ENSG00000271789	ENSG00000271789.1	novel transcript	
ENSG00000065413	ENSG00000065413.20	ankyrin repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:25259]	ANKRD44
ENSG00000270484	ENSG00000270484.1	zinc finger CCCH-type containing 14 (ZC3H14) pseudogene	
ENSG00000219758	ENSG00000219758.6	ribosomal protein L30 (RPL30) pseudogene	
ENSG00000217178	ENSG00000217178.1	family with sequence similarity 136 member F, pseudogene [Source:HGNC Symbol;Acc:HGNC:55499]	FAM136FP
ENSG00000168143	ENSG00000168143.9	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	FAM83B
ENSG00000240787	ENSG00000240787.1	pseudogene similar to part of poliovirus receptor-related 2 (herpesvirus entry mediator) BPVRL2	
ENSG00000285708	ENSG00000285708.1	novel protein	
ENSG00000220392	ENSG00000220392.1	FCF1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44617]	FCF1P5
ENSG00000136286	ENSG00000136286.16	myosin IG [Source:HGNC Symbol;Acc:HGNC:13880]	MYO1G
ENSG00000123500	ENSG00000123500.10	collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]	COL10A1
ENSG00000144837	ENSG00000144837.9	phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]	PLA1A
ENSG00000221887	ENSG00000221887.6	histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]	HMSD
ENSG00000230197	ENSG00000230197.6	novel transcript	
ENSG00000172301	ENSG00000172301.11	coordinator of PRMT5 and differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	COPRS
ENSG00000279689	ENSG00000279689.1	TEC	
ENSG00000196968	ENSG00000196968.11	fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]	FUT11
ENSG00000079931	ENSG00000079931.15	monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]	MOXD1
ENSG00000283667	ENSG00000283667.1	novel transcript, antisense to SERPINB8	
ENSG00000221574	ENSG00000221574.1	RNA, U6atac small nuclear 33, pseudogene [Source:HGNC Symbol;Acc:HGNC:46932]	RNU6ATAC33P
ENSG00000166401	ENSG00000166401.15	serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]	SERPINB8
ENSG00000283813	ENSG00000283813.1	microRNA 4485 [Source:HGNC Symbol;Acc:HGNC:41628]	MIR4485
ENSG00000110315	ENSG00000110315.7	ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]	RNF141
ENSG00000172586	ENSG00000172586.8	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]	CHCHD1
ENSG00000215568	ENSG00000215568.9	GRB2 associated binding protein family member 4 [Source:HGNC Symbol;Acc:HGNC:18325]	GAB4
ENSG00000276729	ENSG00000276729.1	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	Metazoa_SRP
ENSG00000142528	ENSG00000142528.16	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]	ZNF473
ENSG00000214655	ENSG00000214655.11	zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]	ZSWIM8
ENSG00000109466	ENSG00000109466.14	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]	KLHL2
ENSG00000242922	ENSG00000242922.2	ribosomal protein L21 pseudogene 104 [Source:HGNC Symbol;Acc:HGNC:36918]	RPL21P104
ENSG00000276639	ENSG00000276639.1	microRNA 7154 [Source:HGNC Symbol;Acc:HGNC:49972]	MIR7154
ENSG00000254519	ENSG00000254519.5	novel transcript	
ENSG00000135655	ENSG00000135655.16	ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]	USP15
ENSG00000153531	ENSG00000153531.15	ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]	ADPRHL1
ENSG00000186566	ENSG00000186566.13	G-patch domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29066]	GPATCH8
ENSG00000255426	ENSG00000255426.1	novel transcript	
ENSG00000255226	ENSG00000255226.2	long intergenic non-protein coding RNA 2690 [Source:HGNC Symbol;Acc:HGNC:54194]	LINC02690
ENSG00000112249	ENSG00000112249.14	activating signal cointegrator 1 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:18697]	ASCC3
ENSG00000255447	ENSG00000255447.1	novel transcript	
ENSG00000121671	ENSG00000121671.12	cryptochrome circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:2385]	CRY2
ENSG00000100154	ENSG00000100154.15	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29179]	TTC28
ENSG00000214380	ENSG00000214380.4	NFYB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54604]	NFYBP1
ENSG00000170837	ENSG00000170837.3	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]	GPR27
ENSG00000280435	ENSG00000280435.1	TEC	
ENSG00000163424	ENSG00000163424.9	testis expressed 55 [Source:HGNC Symbol;Acc:HGNC:26553]	TEX55
ENSG00000269091	ENSG00000269091.6	novel transcript, antisense to ZNF473	
ENSG00000204666	ENSG00000204666.3	ZNF473 cis regulating lncRNA [Source:HGNC Symbol;Acc:HGNC:56021]	ZNF473CR
ENSG00000269540	ENSG00000269540.1	novel zinc finger protein pseudogene	
ENSG00000267890	ENSG00000267890.1	novel transcript, similar to SYT3	
ENSG00000235554	ENSG00000235554.1	SRSF6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54947]	SRSF6P2
ENSG00000204653	ENSG00000204653.10	aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856]	ASPDH
ENSG00000266088	ENSG00000266088.6	novel transcript	
ENSG00000123200	ENSG00000123200.17	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]	ZC3H13
ENSG00000131471	ENSG00000131471.7	amine oxidase copper containing 3 [Source:HGNC Symbol;Acc:HGNC:550]	AOC3
ENSG00000250218	ENSG00000250218.1	ALDH1L1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40244]	ALDH1L1-AS1
ENSG00000243429	ENSG00000243429.1	olfactory receptor family 7 subfamily E member 29 pseudogene [Source:HGNC Symbol;Acc:HGNC:8401]	OR7E29P
ENSG00000242385	ENSG00000242385.1	long intergenic non-protein coding RNA 901 [Source:HGNC Symbol;Acc:HGNC:40352]	LINC00901
ENSG00000131188	ENSG00000131188.12	proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]	PRR7
ENSG00000280382	ENSG00000280382.1	novel transcript	
ENSG00000283669	ENSG00000283669.1	CD200 like, pseudogene [Source:HGNC Symbol;Acc:HGNC:55196]	CD200LP
ENSG00000163814	ENSG00000163814.8	CUB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:24357]	CDCP1
ENSG00000281026	ENSG00000281026.1	N4BPL2 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:25038]	N4BP2L2-IT2
ENSG00000197168	ENSG00000197168.14	NIMA related kinase 5 [Source:HGNC Symbol;Acc:HGNC:7748]	NEK5
ENSG00000237314	ENSG00000237314.2	ribosomal protein L12 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:35976]	RPL12P39
ENSG00000179676	ENSG00000179676.7	long intergenic non-protein coding RNA 305 [Source:HGNC Symbol;Acc:HGNC:28597]	LINC00305
ENSG00000224352	ENSG00000224352.1	pseudogene similar to part of YME1-like 1 (S. cerevisiae) YME1L1	
ENSG00000234172	ENSG00000234172.1	novel transcript	
ENSG00000276950	ENSG00000276950.6	glutathione S-transferase theta 4 [Source:HGNC Symbol;Acc:HGNC:26930]	GSTT4
ENSG00000279348	ENSG00000279348.1	TEC	
ENSG00000233999	ENSG00000233999.3	immunoglobulin kappa variable 3/OR2-268 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5830]	IGKV3OR2-268
ENSG00000263433	ENSG00000263433.1	potassium inwardly-rectifying channel, subfamily J, member 12 (KCNJ12) pseudogene	
ENSG00000235491	ENSG00000235491.1	long intergenic non-protein coding RNA 1889 [Source:HGNC Symbol;Acc:HGNC:52708]	LINC01889
ENSG00000188522	ENSG00000188522.15	family with sequence similarity 83 member G [Source:HGNC Symbol;Acc:HGNC:32554]	FAM83G
ENSG00000270815	ENSG00000270815.1	heat shock protein 90kDa alpha (cytosolic), class A member 1 (HSP90AA1) pseudogene	
ENSG00000232023	ENSG00000232023.3	long intergenic non-protein coding RNA 1807 [Source:HGNC Symbol;Acc:HGNC:52610]	LINC01807
ENSG00000100167	ENSG00000100167.21	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]	SEPTIN3
ENSG00000131409	ENSG00000131409.13	leucine rich repeat containing 4B [Source:HGNC Symbol;Acc:HGNC:25042]	LRRC4B
ENSG00000279821	ENSG00000279821.1	TEC	
ENSG00000248996	ENSG00000248996.1	PDLIM7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41004]	PDLIM7-AS1
ENSG00000228226	ENSG00000228226.1	novel transcript	
ENSG00000286160	ENSG00000286160.2	novel transcript	
ENSG00000124835	ENSG00000124835.2	novel transcript	
ENSG00000183258	ENSG00000183258.12	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]	DDX41
ENSG00000231739	ENSG00000231739.2	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:4152]	GAPDHP59
ENSG00000267444	ENSG00000267444.1	single-strand-selective monofunctional uracil-DNA glycosylase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49401]	SMUG1P1
ENSG00000187699	ENSG00000187699.10	chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:28191]	C2orf88
ENSG00000267674	ENSG00000267674.1	novel transcript	
ENSG00000232407	ENSG00000232407.3	peptidylprolyl isomerase A pseudogene 70 [Source:HGNC Symbol;Acc:HGNC:53694]	PPIAP70
ENSG00000167315	ENSG00000167315.18	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]	ACAA2
ENSG00000121594	ENSG00000121594.12	CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]	CD80
ENSG00000154118	ENSG00000154118.13	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	JPH3
ENSG00000268231	ENSG00000268231.1	novel transcript, sense intronic to LRRC4B	
ENSG00000131482	ENSG00000131482.10	glucose-6-phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:4056]	G6PC1
ENSG00000213023	ENSG00000213023.11	synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:11511]	SYT3
ENSG00000122787	ENSG00000122787.15	aldo-keto reductase family 1 member D1 [Source:HGNC Symbol;Acc:HGNC:388]	AKR1D1
ENSG00000236153	ENSG00000236153.1	UBE2E3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40599]	UBE2E3-DT
ENSG00000115233	ENSG00000115233.12	proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]	PSMD14
ENSG00000214546	ENSG00000214546.4	novel transcript	
ENSG00000270945	ENSG00000270945.1	heat shock protein family E (Hsp10) member 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:49327]	HSPE1P7
ENSG00000174738	ENSG00000174738.13	nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]	NR1D2
ENSG00000140937	ENSG00000140937.14	cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]	CDH11
ENSG00000131748	ENSG00000131748.16	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]	STARD3
ENSG00000251584	ENSG00000251584.2	novel transcript	
ENSG00000151729	ENSG00000151729.11	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]	SLC25A4
ENSG00000132953	ENSG00000132953.18	exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]	XPO4
ENSG00000276476	ENSG00000276476.4	long intergenic non-protein coding RNA 540 [Source:NCBI gene (formerly Entrezgene);Acc:100506622]	LINC00540
ENSG00000289302	ENSG00000289302.1	novel transcript	
ENSG00000225039	ENSG00000225039.2	long intergenic non-protein coding RNA 1058 [Source:HGNC Symbol;Acc:HGNC:49061]	LINC01058
ENSG00000289454	ENSG00000289454.1	novel transcript	
ENSG00000262198	ENSG00000262198.2	novel transcript	
ENSG00000238121	ENSG00000238121.7	long intergenic non-protein coding RNA 426 [Source:HGNC Symbol;Acc:HGNC:42761]	LINC00426
ENSG00000287544	ENSG00000287544.1	novel transcript	
ENSG00000248396	ENSG00000248396.1	TOMM22 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38740]	TOMM22P4
ENSG00000280799	ENSG00000280799.1	double homeobox 4 like 5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38689]	DUX4L5
ENSG00000272509	ENSG00000272509.1	novel transcript, antisense to CCNE2	
ENSG00000251482	ENSG00000251482.1	akirin 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50796]	AKIRIN2P1
ENSG00000243979	ENSG00000243979.2	ribosomal protein L17 (RPL17) pseudogene	
ENSG00000235034	ENSG00000235034.7	chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]	C19orf81
ENSG00000121653	ENSG00000121653.11	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]	MAPK8IP1
ENSG00000251200	ENSG00000251200.2	novel transcript	
ENSG00000164938	ENSG00000164938.14	tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]	TP53INP1
ENSG00000250042	ENSG00000250042.1	long intergenic non-protein coding RNA 2514 [Source:HGNC Symbol;Acc:HGNC:53503]	LINC02514
ENSG00000250252	ENSG00000250252.2	long intergenic non-protein coding RNA 2430 [Source:HGNC Symbol;Acc:HGNC:53361]	LINC02430
ENSG00000038002	ENSG00000038002.9	aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]	AGA
ENSG00000269565	ENSG00000269565.1	GPR32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4488]	GPR32P1
ENSG00000142511	ENSG00000142511.4	G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:HGNC:4487]	GPR32
ENSG00000240973	ENSG00000240973.1	novel transcript	
ENSG00000142513	ENSG00000142513.6	acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376]	ACP4
ENSG00000071243	ENSG00000071243.16	inhibitor of growth family member 3 [Source:HGNC Symbol;Acc:HGNC:14587]	ING3
ENSG00000289594	ENSG00000289594.1	novel transcript, antisense to TMTC4	
ENSG00000288768	ENSG00000288768.1	novel transcript	
ENSG00000122043	ENSG00000122043.12	long intergenic non-protein coding RNA 544 [Source:HGNC Symbol;Acc:HGNC:43679]	LINC00544
